,customer_id,star,enroll_date,content
10,이미나,1,2025-07-02,"자동완성 채팅때문에 미칠것같아요. 밤낮으로 안녕하세요,구매가능한가요? 이런식의 자동완성채팅에 보내기를 잘못 누르는 사람들 때문에 밤낮으로 짜증이 너무납니다. 정작 자기들은 채팅이 보내진줄도 몰라요. 이딴기능을 왜 만든건지 이해를 못하겠네. 채팅수만 6~7개로 늘고 답도없고"
11,ᄋᄋ,3,2025-07-04,"당근 앱을 오랫동안 잘 사용중인데요 새로생긴 AI작성 기능이 불편합니다 글 작성시 제가 쓴 글을 다 지워버리는 점, 사용하기 싫은데 일단 AI작성을 기다려야 하는 점이 너무 불편해요 사용 여부를 선택할 수 있게 해주셨으면 좋겠어요"
12,박성근,1,2025-07-13,안녕하세요 당근 앱을 사용하고 있는 사람입니다. 다름이 아니라 당근 채팅에서 글을 읽으려고 하는데 새 거리 두 개가 있는데 표시만 돼 있고 채팅 상황 문제 있는 거 같습니다. 읽은 표시가 안 돼 있고 제 핸드폰에도 문제 있나 싶어서 저는 다시 껐다 켰거든요. 당근 앱에서 서버가 접촉이 잘 원하지 않은 것 같습니다. 앱을 제거하고 다시 실행했는데 접속이 불가능하다고 안 되네요 . 버그수정 좀 부탁드리겠습니다. 그리고 답변 기다리겠습니다.
13,김몐,2,2025-07-18,"언젠가부터 상품페이지 밑에 메시지가 자동으로 등록되어있고 옆에 보내기버튼만 누르면 보내지는데, 그것때문에 자꾸 실수로 메시지가 보내지는 상황이 생깁니다. 나는 안살건데 터치 실수 한번으로 구매 가능하냐는 메시지가 보내지고, 메시지 받은 상대방한텐 또 무슨 민폐입니까? 이 기능은 롤백해주세요..."
14,momo Choi,4,2025-06-08,"AI 기능 보완이 필요합니다.. 기능 켜져있어도 내가 쓴 건 유지되겠거니 하고 글 다 쓰고 마지막에 사진 업로드 했더니 미리 써놓은 글까지 확인 없이 싹 교체해버려서 기능 끄고 다 다시 작성했어요. 사진 업로드 때 이미 작성해놓은 내용 싹 무시하고 추천 뜨길래 선택했는데도 오류인 건지 확인 버튼도 안 보이고 제대로 기능을 안 했구요. AI 작성 내용을 '추가'할 건지 그걸로 '교체'할 건지 그냥 내가 쓴 내용으로만 갈 건지, 이 세 가지 선택지는 나오게 해주세요.."
15,온정의,5,2025-07-09,판매자에게 구매하려고 채팅 보낼때 자동채팅 기능이 메세지 창에 같이 있으니 다소 불편합니다. 메세지 보내려고 채팅하면 자동 문구가 먼저 보내져 이중으로 채팅이 전송될때가 있습니다. 기능 버튼을 다른 위치에 두고 완성형 문구를 선택해서 보낼수 있도록 하던가.. 이용객이 채팅은 알아서 할수 있도록 선택형으로 했으면 좋겠습니다.
16,line,1,2025-07-07,"직장에서 일하던 중 알림이 오거나 짬 날 때 보던 중에 사고 싶은 물건을 발견해서 연락하려고 하면, 번번이 동네 인증에 막힙니다... 도대체 이 멍청한 시스템을 누가 무엇을 위해서 설계한 건지 모르겠지만, 이건 판매자를 위해서도 구매 희망자를 위해서도 좋지 못합니다. 대체 왜 대화도 못하게 막습니까?"
17,장현서,1,2025-06-25,"문의 내용에 대한 답변이 없습니다. 다른 것도 아니고 사기 피해 관련 문의 내용에 답변이 없고, 메일로 보냈더니 어플에서 문의하라는 내용만 돌아옵니다. 어플에서 한 문의는 묵묵무답이네요. 당근이 전화로 고객센터를 운영하지 않는건 선택이지만 문의 내용에 대한 답변은 cs에서 필수라고 생각합니다."
18,낚시하는아빠와딸,3,2025-07-19,자동채팅기능 없애주세요. 보완을 하시던지.. 하루에도 몇번씩 '안녕하세요. 관심있어서 연락드려요!' 이라는 챗이 옵니다. 답변하면 거의대부분 잘못눌렀다고 사과하네요. 챗보낸 본인은 챗 보낸지도 모르구요. 서로 불편한 기능인듯 합니다. 보완을 하던 기능삭제를 하던 조치해주세요. 리뷰보니 저와같이 불편하신분들이 많은데 빠른 해결 바래봅니다.
19,Jihea,5,2025-06-06,"당근 앱 덕분에 동네에서 필요한 물건을 저렴하게 구하고, 나에게 필요 없는 물건도 쉽게 나눌 수 있어서 정말 유용하게 사용하고 있어요. 특히 고객센터 응대가 정말 빠르고 친절해서 놀랐습니다. 문의할 일이 있었는데 바로바로 답변을 주셔서 문제를 빠르게 해결할 수 있었어요. 동네 기반 거래 플랫폼 중에서는 단연 최고라고 생각해요!"
20,sy Lee,3,2025-05-13,지역 설정이 이상합니다. 화양동을 두면 거리 최대로 했을 때 화양동이 가운데가 아니라 구석 쪽으로 치우치고 위쪽으로만 범위가 늘어납니다. 영동대교 건너 청담 쪽이 훨씬 가깝고 가기도 더 수월한데 범위가 위쪽으로만 늘어납니다. 더 멀고 가기도 불편해요. 반대로 지역을 청담으로 하면 화양동 구의동까지 포함이 됩니다. 지역 설정 수정해 주시면 좋겠어요.
21,mint melon,1,2025-06-12,"고객센터와 연락하는 수단이 오로지 '문의하기' 하나뿐인데 일주일 전 문의건에 대한 답변이 없을뿐더러, 문의가 하나 들어가있는 상태에서는 추가문의도 되지 않으며, 문제 해결되었습니다. 버튼만 있는 상황입니다. 문의내용 히스토리를 리스트 형식으로 보여준다던지 하는 기능개선이 필요해보입니다. 그리고 고객센터와 연락가능한 수단이 추가되어야 한다고 봅니다. 상황에 맞지않는 이유로 제재당한 상태인데 뭐 해결 할 수 있는 방법이 없네요."
22,처음처럼,4,2025-05-10,"계좌번호로 송금요청하는 경우가 있는데 상대자가 계좌입금을 취소하고 현금거래를 원하거나 거래가 취소되는 경우가 있어요. 제 계좌와 이름만 공개되는 상황인데, 개인정보가 저만 공개되는 것 같아 꺼림찍한 기분이 드네요. 개선이 필요합니다. 삭제도 안되네요."
23,베다와 베라,5,2025-05-08,당근을 굉장히 잘쓰고있는 유저입니다 이번에 나온 ai로 상품 올리기에 할말이 많은데요 첫번째는 상품과 관련이 없는 글이 입력된다는겁니다 이렇게 되면 글을 두번이나 써야해서 번거롭습니다 두번째는 ai를 껏다 켰다하는 버튼이 있다는겁니다 이건 굉장히 좋지만 문제는 계속 유지가 되는게 아니라 글 한개당 버튼을 눌러야 한다는겁니다 이거때문에 버튼 누르는걸까먹고 ai작성을 한지 2~3번은 넘는거같습니다 만약 정식으로 나온다면 설정에 on off를 하는기능이 추가되면 합니다
24,뚜비눈나,1,2025-05-28,"진짜 어이없는 경험이었습니다. 별 1개도 아깝네요. 그냥 평범하게 앱만 쓰고 있었는데 'API 비정상 호출'이라는 말도 안 되는 이유로 계정이 영구 정지당했습니다. VPN도 안 썼고, 외부 앱도 설치한 적 없는데, 아무 설명 없이 로그만 보고 '무관용 원칙'이라며 일방적으로 정지. 억울하다고 문의해도 제대로 확인하지도 않고 AI처럼 복붙된 답변만 반복해서 줍니다. 정말 사람이 검토하는 건지 의심될 정도로 복사-붙여넣기된 말만 똑같이 반복되고, 어떤 부분이 문제였는지에 대한 설명조차 없습니다. 당근은 정상 사용자도 언제든지 이런 식으로 영정당할 수 있는 구조입니다. 문제 생겨도 소통 안 되고, 해결도 불가능합니다. 이 앱을 신뢰하고 오래 썼던 제가 바보였다는 생각만 듭니다. 다시는 쓰지 않겠습니다. 주의하세요."
25,송재영,1,2025-07-05,업데이트 이후로 판매 게시글 올릴때 자동으로 AI가 분석해서 내가 쓴글은 싹없어지고 이상하게 분석한 글로 자동으로 만들어져서 두번이나 다시 입력해야 하고 그리고 최근에 체팅하기는 없어지고 자동으로 안녕하세요.구매가능합니까? 이걸로 되어서 잘못눌릴까봐 매번 조마 조마 하네요 이것좀 없애주세요 너무 불편합니다 가면 갈수록 편해지기 보단 더 불편하게 만들어져서 이용하기가 힘듭니다 개선할거면 이런걸 하지말고 쓸만한걸로 해주세요
26,minho lee,4,2025-07-13,"1. 고객센터가 사람이 있어야 합니다. 그리고 제재를 받을때 소명하려면 고객센터가 있어야 하고, 이메일 보내도 3일이상 걸립니다. 답변 받으려면 . 이거 굉장히 불편합니다. 2. 내 물건 가격찾기는 터무니없는 가격을 보여줍니다. 미사용 이어폰을 12000원인데 3천원으로 가격을 알려 주고 너무 어처구니 없는 가격을 책정하는데 차라리 없는게 낫지 않나 싶습니다. 3. AI응답 바로 원터치로 대화문구 넣게 한거 오히려 번거롭게 보이고 잘못 터치하다가 커뮤니케이션 시작부터 꼬이는 거 같습니다 AI 대답모드 생성은 없애주세요 차라리 그편이 낫겠습니다 예문으로 제시된 응답 들도 표현이 따뜻하고 정중하면서 좋으면 쓰겠는데 그 정도 수준의 문장력은 아니니 없애주시길 건의 드리고. 4. 오늘은 서버 접속이 안됩니다. 접속 장애 이렇게 종종 뜨는거 매끄럽게 원활한 처리 부탁드립니다"
27,K,1,2025-07-17,당근마켓 여태 잘 썼는데 이번 업데이트 최악이에요; 채팅 바로 보내기 기능 때문에 새벽시간은 물론 잘못 보내는 사람이 너무 많아졌어요. 답장하면 잘못 보낸지 조차 인식 못하던데... 채팅 개수는 늘어가는데 사가는 사람은 없고 대체 왜 이런 업데이트를 한 건지;
28,Yuncheol Park,1,2025-07-07,당근 알림이 떠서 알림창에서 클릭을 하면 관련 글이 안뜨네요. 버그인지 모르겠지만 개선이 필요합니다. 판매상품 키워드를 설정해두고 알람이 떴을 때 그 알람을 클릭하면 알람으로 뜬 판매상품 게시글이 바로 떠야하는 게 아닌가요? 안뜹니다 안떠요. 그냥 앱이 실행되고 메인페이지가 뜹니다. 그럴꺼면 뭐하러 알람을 설정하겠어요. 25년 7월 7일 기준 아직도 알림설정 판매글 올라온거 앱푸시 눌러봐야 이동도 안함 별 한개로 수정
29,오함심,3,2025-06-12,"다양한 중고 물품을 구경하기엔 좋으나 사기를 당해도 앱 자체에서 따로 해결할 수 있는 방법이 없고, 무엇보다 이미 거래완료된 상품이 자꾸 반복적으로 올라와서 불편합니다. 거래완료 됐거나 거래중인 물건은 추천목록에 안떴으면 좋겠어요. 그리고 끌어올리기가 15번 밖에 안돼서 15번 안에 팔리지 않으면 게시글을 새로 작성해야하는 번거로움이 있습니다. 끌어올리기 할 수 있는 횟수를 더 늘려주셨으면 해요. 또한 사기 관련 신고 당한 판매자는 패널티를 더 세게 줘야할듯 합니다."
30,Doha Son,4,2025-06-12,"알림 메시지에 :) 이런 이모티콘을 쓰시고 사적인 말투로 알림이 와서, 푸쉬알림으로 봤을때 이용자가 보낸 채팅 메시지인줄 알고, 왜 이용자가 내 이용내역을 아나 싶은 순간 착각에 아주 깜짝 놀랐습니다. 제 착각이긴 한데 무슨 소규모 동호회 카페 공지도 아니고 좀 이상하긴 하네요."
31,moon,1,2025-05-09,"갑자기 전문판매업자로 이용제한이 걸렸어요. 그것도 2달이 다 되어가는 거래완료된 글로요ㅡㅡ 사유가 '매장 대리점 물류창고'업자로 나오는데...누적된 세가지 신고건에서 공통점이 있더라구요 사진을 살펴보니 시중에는 이정도 가격이라고 알려주려고, 저말고 인터넷 다른 판매업체가 올린 비슷한 제품 사진과 가격이 나온 컷을 스샷찍어서 같이 올린거 였어요 물론 제방 벽을 배경으로 실제 제 물건 사진도 여러 장 찍어서 같이 올렸는데 이건 반영이 안되는 건지ㅜㅜ 그업체의 이름은 안나오게 지우고 스샷 찍어서 같이 올렸는데 이게 문제가 된거 같습니다. 누가봐도 스샷인지 아는 사진을 매크로가 잡은거 같은데...이럴땐 어떻게 해야하나요?"
32,JEZE,2,2025-06-18,물품이 보낸 편지라는거 불필요하고 거래 후기와 헷갈려 너무 불편합니다. 따로 물품이 보낸 편지 알림만 제한하거나 삭제할 수 있는 방법이 있으면 좋겠습니다. 그리고 타인에 의해 신고가 들어왔을 때는 검토를 하고 조치해주시길 바랍니다. 신고 품목도 아니었는데 사용정지되어서 문의드려도 기다리는 수 밖에 없다고 하시고 기분이 너무 나빴네요.
33,Hayeon Kim,1,2025-06-06,"로그아웃 후 다시 로그인했는데 ""루팅, 에뮬레이터 를 이용한 비정상적인 환경에서 앱을 사용할 수 없다"" 고 1년을 제재받았습니다 이게 뭔가요? 로그아웃 1번 하면 1년 정지? 고객센터에 아무리 문의해도 1달이 지나도록 확인도 하지 않는데, 피해당한 사용자들은 어디에 도움을 요청해야합니까? 도대체 당근에서는 관리를 어떻게 하고 있는건지? 황당하네요 빠른 처리가 없으면 그냥 탈퇴하겠습니다"
34,박희순,2,2025-06-22,보이스피싱으로 인해 핸드폰 초기화시킨 이후로 당근앱설치가 안되고 있습니다 30년까지 가입이 안된다고 하는데 무슨일인지 이해가 안됩니다 사용하는 동안 아무 문제없이 잘사용했고 거래도 잘하고 있었던터라 이유가 궁금해 연락드립니다 닉네임:취소
35,Ahhaha Oh,1,2025-05-12,"시작한지 일주일도 안되어서 5년 정지당했습니다 문의를 최소 6개는 보냈는데 온 답변이라곤 모두 복붙한 '신고 및 정지 기준은 모든 분들께 동일하게 적용하고 있어요. ~ 정지 기간이 지난 후 서비스 이용을 부탁드려요.' 라고 오더라고요. 알바중이던 곳에서 확인할 일이 있어서 들어갔더니 로그아웃되어있고 다시 로그인하니 30년까지 정지되었어요 이렇게 떴던겁니다. 아직까지 사유는 알려주지 않았고, 시작한지 일주일도 안되어서 5년 정지를 당하니 어이가없습니다. 굉장히 잘쓸것같다고 생각했는데 전혀 아니었네요. 거래자 한분과 연락처를 나눠 다행이었는데 [사기]로 정지당한계정이라되어있더라고요? 그냥 AI가 막무가내로 신고하고 정지시키면 본사는 하는게 없는것같습니다. 저 말고도 여럿 이런식으로 계정 정지시키고 방치하더라고요? 당한 사람은 정말 당황스럽고 화가납니다. 다시는 쓰지 않을것같습니다. 다른 앱 (이런식으로 어이없게 정지시켜버리지않는) 을 찾으려고요. 여러분도 이점 잘 인지하시기 바랍니다."
36,Jooyeon Jeong (J Jooy),1,2025-05-17,여러개 팔기 기능 쓸모가 없네요. 무한 로딩만 뜨고;; 3번째 시도해 봄. 당근 강종하고 임시저장한 걸 불러와서 등록한 사진 일부가 제대로 안 뜨는 상품만 사진 재업로드 하고 판매버튼 누르니 그제서야 올라감^^ 시간 낭비 오지게 하게 만들어서 기분이 주옥같아요. 해결 안해주면 별 1개 유지합니다 ㅅㄱ요
37,노연우,1,2025-05-30,"무고정지시켜놓고 답변은 이따구로 주고 ""부정 호출이란, 당근 최신 앱 버전에서는 이미 삭제 되어 사용할 수 없는 기 능을 사용하려고 시도했다는 의미입니다. 이는 해당 기능이 아직 사용되고 있었던 과거의 앱 버전에서 보안 조치를 우회하기 위해 최신 버전으로 버전을 조작하는 것 이외에는 발생할 수 없는 상황입니다."" 일반 사용자가 중고거래 어플 해킹해서 뭐한다고 이딴소리 하는거?ㅋㅋㅋㅋ 이래놓고 정지 절대 안풀어준다고 못질까지 하네 ㅋㅋㅋㅋㅋ 재문의해도 답 절대 안오고 쓰레기같은놈들"
38,터틀넥,4,2025-05-01,종종 유용하게 사용중인데 너무 불편하고 찜찜한부분 있어서 리뷰로 의견 남겨요 조금만 오래 검색하면 메모리가 쌓이는지 점점 로딩이나 스크롤 느려지고 나중에는 오류도 발생해서 앱한번씩 나갔다 들어가서 사용중입니다 불편해요 또 게임을 하는것도 아니고 단순 검색인데 폰발열도 발생하는거 같네요 오래 검색한것도 아니에요 10분정도 검색하면 이런 현상이 발생하는거 같습니다 기본기능에 문제가 많은거 같은데 인지는 하고 있는건지 개선은 되는건지 궁금하네요!!
39,Hak Yi (Hak),5,2025-03-19,"잘 사용하고 있어요. 키워드 알림기능에서 가격 범위 설정하는 기능이 있었으면 좋겠어요. 비슷한 이름을 가지고 있는데 관련없는 물건들도 알림이 와서 불편하네요. 검색 필터 기능에서도 키워드 제외하기 기능이 있으면 훨씬 편할거 같아요. (추가) 앱이 최적화가 잘 안된건지 배터리 사용량이 많고, cpu발열이 심합니다. 발열 때문인지 좀 사용하다보면 버벅거립니다. 처음에는 핸드폰 문제인줄 알았는데, S25에서도 동일한걸 보면 최적화 문제 같아요. 당근마켓만 발열 많이 올라옵니다. 그리고 상품 들어가서 보다가 뒤로가기로 나오면 목록 초기화 되는것도 불편해요."
40,조한호,2,2025-05-01,ai 생기고 나서부터 조금이라도 비슷한 게시글 올리면 게시글 노출이 되지 않습니다. 숨김처리 되는것도 아니고 그냥 노출이 안돼요. 고객센터에 문의하기 전까지 이유 알려주지도 않고 그렇다고 노출이 되지 않는다고 알람이 오거나 사유가 뜨는것도 아닙니다. 심지어 고객센터도 전화 문의는 안되고 한번 문의하면 4~5일 뒤에나 답변 오는 수준... 지금까지 잘 사용하다 최근들어 고구마 100개 먹은것 마냥 답답할 지경이네요;; 오류인건지 버그인건지 빠른 수정 부탁드립니다.
41,Blue Romantic,2,2025-05-09,"본인인증할 때 예전에 비해서 개인정보 수집을 너무 많이하는 것 같습니다. 부동산 사기 때문에 그런 것 같기도한데 그런 것은 부동산 매물 올리는 사람들에게만 인증하도록 하는 게 나을 것 같습니다. 평범하게 물건거래하는 사람들 통신사, 실명, 전화번호, 생일(뒷번호까지) 불필요하게 요구하는 것 같습니다. 그리고 직접 신고한 적이 없는데 채팅나눴던 사람이 갑자기 며칠이나 정지당했던 적이 있는데, AI로 검열하는 것 같습니다."
42,고릴라패밀리,1,2025-04-07,"안녕하세요. 갤럭시 노트9 사용자입니다(안드로이드버전 10). 이번 업데이트로 검색창을 사용할 수가 없습니다. 검색어를 입력하려고 검색창을 터치하면, 입력화면 전체가 사라지고 화면이 어둡게 됩니다. 당근 같이 대표적인 앱에서 이런 오류가 보이다니 좀 실망입니다. 신속한 수정 부탁드립니다."
43,클로이,1,2025-03-07,"갤럭시 s25기변 후 판매글 사진및 작성 다 하고 작성완료 버튼을 누르면 바로 게시되지않고 버퍼링장면만 무제한 뜹니다. 임시저장하기 눌러도 저장되지않고, 나가서 다시 처음부터 재작성해야 글이 올라갑니다. 이게 2번 중 1번은 무조건 이런증상이 나옵니다. 아이폰 사용중에는 이런 오류가 한번도 없었어요."
44,기니니니니니니,3,2025-02-26,언제부턴가 검색을 하면 연관되지 않은것들만 뜨기 시작합니다. 예를들어 멀티파우치를 검색하면 초반에 3~5개 정도만 뜨고 그아래는 쓸때없는 옷이나 인형이나 뭐 그런 전혀 연관없는것들이 떠서 상품 찾기가 원활하지 못합니다. 예전에는 검색하는 상품들이 주를 이뤘었는데 언제부턴가 계속 이럽니다. 최신버젼으로 업댓한건데도 이래요.
45,JHJ,5,2025-04-18,당근 잘 이용하고 있는데요! 건의사항인데 키워드 알림 설정할때 키워드 별로 동네범위 설정할수 있게끔 개선 됐으면 좋겠어요 가벼운 물건은 동네가 멀어도 갈수 있지만 무거운 물건은 동네가 멀면 못가서 가까운 동네 물건만 구매하고 싶은데 동네범위가 전체적으로만 지정되어서 좀 불편하거든요 아 그리고 알림 키워드 갯수 조금만 더 늘려주세요 사고 싶은게 너무 많아요.. 당근 최고🥕 🥕
46,오정석,3,2025-02-22,"다 좋은데, 쓰고 있다 보면 자꾸 이상하게 로딩도 느려지고 컨텐츠 불러오는것도 느리고 제일 짜증나는건 스크롤할때 툭툭 끊깁니다 그래서 강제로 어플 종료하고 다시 키던지 해야돼요 설정에서 캐시를 다 날려봤음에도 전혀 나아지지 않는걸 보면 전반적인 개선이 있었으면 합니다 특히 다른 어플 갔다가 다시 오면 컨텐츠 로딩이 전혀 안돼요"
47,성종,4,2025-03-23,"1. 올려놓은 거래글 끌어올려라 뭐해라...내가 알아서 하겠다고요 이런 쓸데없는 알림 끄는 기능도 생겼으면 좋겠습니다. 2. 왜 관심목록하고 판매내역 사이에 최근 본 게시글을 끼워넣어서 판매내역 볼 때 스크롤 내리게 만들었는지 모르겠습니다. 3. 앱이 무거운지, 최적화가 잘 안된건지 쓰다보면 폰에서 발열나고 오래 있으면 앱이 버벅거립니다."
48,Robert Almon,1,2025-04-08,"4월7일 업데이트 후 아래 문제 해결됐네요.. 감사합니다.. 동네생활 글 작성시 폰 화면이 검은바탕만 나오고, 내 글이 써지는게 전혀 나타나지 않습니다.. 버그인지..제재 받는 것인지.. 답변 바랍니다.. 제 닉네임은 굿잡 입니다 구글 플레이스토어 에서 시스템 웹뷰 검색이 나타나지 않습니다.. 좀 더 자세히 해결 방안을 부탁드립니다"
49,dlawoals2713,1,2025-03-12,"자동 업데이트를 꺼놔서 구버전이 됐었는데, 오랜만에 들어가보니, 수정된 apk, 루팅된 디바이스라고 하면서 정지를 당했습니다. 문의를 해봤는데, 최신버전으로 업데이트를 하면 '즉시' 정지가 해제 된다는 답변이 돌아왔었고, 최신 버전 업데이트를 진행 했으나, 여전히 정지가 풀리지 않았습니다. 재 문의해도 업데이트를 진행하라는 답변만 매크로 식으로 돌아옵니다."
50,남현제,4,2025-04-12,잘 쓰고 있습니다만 단순 변심으로 거래 파토내는 인간들 패널티를 좀 확실하게 먹일 수 있는 대책이 있으면 좋겠고요 그리고 관심목록을 사용자가 카테고리를 만들어 저장할 수 있으면 좋겠네요. 관심목록이 너무 난잡해져서 정작 관심목록에서 진짜 사려는 물건을 찾기가 너무 어렵습니다
51,Brother Big,3,2025-01-25,차단 기능 개선을 요구합니다. 일방적으로 차단하지 못하게 해주세요. 예를 들어 한쪽편에서 일방적으로 말풍선이 대량으로 올라온다던가 특정 바이트 이상이 올라올 때 차단할 수 있도록 기능 개선을 요구합니다. 피해자인데도 차단 당해서 속 터지는 일이 빈번합니다.
